applicant_id,credit_score,monthly_income,monthly_rent,employment_type,employment_verified,income_verified,rental_history_years,previous_evictions,property_type,bedrooms,bathrooms,square_feet,property_age_years,city,furnished,pets_allowed,parking_spaces,lease_term_months,market_median_rent,local_unemployment_rate,inflation_rate,move_in_date,default_flag
48897,791,22607,37333,Part-time,0,0,5,0,Villa,3,1,1013,19,Bangalore,1,1,1,12,25234,5.729014510177468,4.236835422118059,2075-04-01 00:00:00,0
48898,646,113930,21547,Self-employed,1,1,0,1,Villa,1,1,490,2,Mumbai,0,0,0,12,30174,2.013501483826473,3.90699020150762,2075-04-01 12:00:00,0
48899,765,19502,18432,Part-time,1,1,0,0,Apartment,1,1,468,4,Delhi,1,1,1,12,24174,1.6668485540489426,5.166084532239079,2075-04-02 00:00:00,0
48900,636,22892,35313,Freelance,1,1,2,0,Apartment,2,2,1026,5,Pune,0,0,2,12,30708,4.424765234706209,5.21506306652458,2075-04-02 12:00:00,1
48901,705,24816,18234,Part-time,1,1,2,0,Condo,2,1,1743,1,Hyderabad,0,0,0,12,28962,3.890363918794631,4.817892402476851,2075-04-03 00:00:00,1
48902,631,76217,74927,Full-time,1,1,1,0,Condo,3,2,689,8,Hyderabad,0,0,1,12,24461,3.674384796084106,5.526001141325933,2075-04-03 12:00:00,0
48903,832,86667,12957,Full-time,1,1,1,0,Studio,2,1,676,13,Delhi,1,0,0,36,30953,1.0,5.689567227206339,2075-04-04 00:00:00,0
48904,662,106976,23587,Part-time,1,0,2,0,Studio,3,1,729,11,Mumbai,0,1,0,6,24924,3.6155142232064446,6.952850023492504,2075-04-04 12:00:00,0
48905,591,67468,40700,Self-employed,1,0,1,0,Studio,1,1,727,14,Mumbai,0,0,2,24,18272,6.208925971907302,7.644126636087105,2075-04-05 00:00:00,0
48906,687,33525,8438,Part-time,1,1,4,0,Studio,1,2,961,21,Delhi,1,0,0,24,23600,4.190732120115218,6.789674453163199,2075-04-05 12:00:00,0
48907,722,78368,29243,Full-time,1,1,0,0,Apartment,3,1,1149,50,Bangalore,0,0,1,12,18755,7.988289641852676,5.420797266352818,2075-04-06 00:00:00,1
48908,677,49029,26851,Part-time,1,1,1,2,Condo,2,1,506,4,Mumbai,0,0,0,6,21025,4.234867341478699,6.013470972763385,2075-04-06 12:00:00,0
48909,614,32890,21049,Self-employed,0,1,3,0,Apartment,2,1,819,23,Mumbai,0,0,0,6,33846,4.989365722388821,7.104581944804893,2075-04-07 00:00:00,0
48910,762,25051,4272,Freelance,0,1,6,0,Studio,2,1,916,1,Hyderabad,0,0,2,24,23175,3.1621339983665893,7.357135683377489,2075-04-07 12:00:00,0
48911,780,31651,25054,Self-employed,1,1,1,0,Condo,2,1,723,19,Delhi,0,0,1,12,29317,5.7611525444277385,9.297738965383243,2075-04-08 00:00:00,0
48912,548,24801,6439,Self-employed,1,1,5,0,Apartment,2,2,609,28,Mumbai,1,0,2,12,12245,6.604840237272179,6.696292090687112,2075-04-08 12:00:00,0
48913,609,50625,48863,Freelance,1,1,7,0,Condo,2,1,679,7,Pune,0,1,1,12,20865,4.261449241432813,6.507220551898296,2075-04-09 00:00:00,0
48914,667,30634,4218,Self-employed,1,1,1,0,Villa,2,3,851,2,Pune,0,0,0,12,23070,3.2603535216673505,2.0006373704024467,2075-04-09 12:00:00,0
48915,637,53677,55980,Self-employed,0,1,0,1,Apartment,1,1,1097,9,Bangalore,0,0,0,12,23158,2.793581169306575,5.009144523780444,2075-04-10 00:00:00,0
48916,722,54489,9717,Self-employed,1,1,1,0,Villa,2,2,1108,4,Bangalore,1,0,0,24,27690,1.0,5.275791000740134,2075-04-10 12:00:00,0
48917,827,36532,9148,Self-employed,1,1,0,0,Condo,3,2,1112,5,Bangalore,0,0,0,12,17258,6.476609519918598,6.272396831644334,2075-04-11 00:00:00,0
48918,649,25311,11975,Freelance,1,1,0,0,Apartment,1,2,603,5,Delhi,1,1,2,12,23918,8.659576088933015,7.621829937984254,2075-04-11 12:00:00,1
48919,806,17562,10787,Full-time,1,1,1,0,Condo,1,1,929,9,Mumbai,0,1,1,24,29773,1.6664277746050944,5.62560226300362,2075-04-12 00:00:00,0
48920,562,33311,32041,Full-time,1,1,4,0,Apartment,2,1,331,19,Delhi,0,0,2,36,27530,4.074084321795579,6.76733413655904,2075-04-12 12:00:00,0
48921,716,45924,12429,Full-time,1,1,4,0,Villa,2,1,875,2,Hyderabad,0,0,0,6,21752,4.961633745185107,4.319787856180884,2075-04-13 00:00:00,0
48922,632,12186,20501,Full-time,1,1,2,0,Villa,3,1,865,6,Pune,1,1,2,12,28893,2.969510384810034,5.664789599299163,2075-04-13 12:00:00,0
48923,718,8758,11269,Self-employed,1,1,3,0,Condo,2,2,1072,9,Hyderabad,0,1,0,12,13217,5.73991558976677,3.2439031972880685,2075-04-14 00:00:00,0
48924,539,32927,30088,Full-time,1,0,0,0,Villa,1,1,594,6,Delhi,1,1,2,24,21933,1.0,4.965281495499946,2075-04-14 12:00:00,0
48925,577,17745,56478,Freelance,1,1,0,0,Villa,1,1,773,8,Bangalore,1,0,0,6,34866,2.591254021067031,5.150679900940998,2075-04-15 00:00:00,0
48926,718,81416,8999,Part-time,1,0,5,1,Villa,3,1,762,4,Bangalore,0,1,1,12,29731,8.103477433133369,4.6711695733416425,2075-04-15 12:00:00,0
48927,629,103148,15432,Part-time,1,1,0,0,Apartment,1,2,941,1,Delhi,0,1,1,12,28648,5.025716649163865,3.0490199515856005,2075-04-16 00:00:00,0
48928,654,16172,14697,Freelance,0,1,1,0,Studio,2,1,695,5,Mumbai,1,0,2,12,20598,3.19881191218601,6.400732979560747,2075-04-16 12:00:00,0
48929,826,9301,6008,Self-employed,1,1,0,0,Apartment,4,1,773,2,Delhi,0,0,0,6,29030,3.4528197593702488,6.056923587680823,2075-04-17 00:00:00,0
48930,691,57556,9793,Part-time,1,1,2,0,Villa,3,1,952,14,Pune,0,0,0,12,14449,5.833147110786939,5.968329977619548,2075-04-17 12:00:00,0
48931,752,42745,7172,Freelance,1,1,0,0,Apartment,2,1,804,2,Mumbai,0,0,0,12,25125,4.836292190590433,6.7167399769462435,2075-04-18 00:00:00,0
48932,619,49757,20092,Self-employed,1,1,0,0,Villa,1,1,402,7,Delhi,0,0,1,12,28964,6.601822675964382,4.966909079523364,2075-04-18 12:00:00,0
48933,572,67094,29885,Part-time,1,1,6,0,Condo,1,1,553,2,Bangalore,0,0,2,6,30666,4.6640350930610905,4.4579421541101105,2075-04-19 00:00:00,0
48934,673,25983,5456,Part-time,0,1,4,0,Villa,3,1,735,3,Bangalore,0,0,0,12,26061,3.1039167519754063,7.2684390430614405,2075-04-19 12:00:00,0
48935,560,31019,15531,Freelance,1,1,0,0,Apartment,1,2,968,12,Bangalore,1,0,0,12,20618,3.2923397727360886,4.001079477703488,2075-04-20 00:00:00,0
48936,624,69561,18299,Part-time,1,1,0,0,Condo,2,1,1001,0,Mumbai,0,1,1,6,27981,2.8923576192408778,5.356287409321752,2075-04-20 12:00:00,0
48937,699,51889,25520,Part-time,1,1,3,0,Condo,1,2,901,24,Bangalore,0,0,1,36,22038,6.8268302630222255,4.464577131090114,2075-04-21 00:00:00,0
48938,671,186753,23374,Full-time,1,1,3,0,Villa,2,2,728,10,Delhi,0,1,1,12,18684,4.9382051671188325,6.204731164327476,2075-04-21 12:00:00,0
48939,706,45930,34773,Freelance,1,1,0,0,Studio,1,2,300,18,Bangalore,1,0,0,12,26236,2.1877656055559354,7.558814415038092,2075-04-22 00:00:00,0
48940,728,44592,22010,Self-employed,1,1,1,0,Studio,2,1,856,6,Bangalore,0,0,0,12,34016,3.242801063033032,4.100555827808121,2075-04-22 12:00:00,0
48941,584,73504,9060,Self-employed,0,1,2,0,Studio,2,2,349,10,Bangalore,0,1,0,12,30761,1.3881348244478602,6.26146547239637,2075-04-23 00:00:00,0
48942,604,189612,16920,Full-time,1,0,5,0,Apartment,2,1,704,5,Bangalore,0,0,0,12,31524,3.9668788394436385,6.418103886957898,2075-04-23 12:00:00,0
48943,505,64334,27799,Part-time,1,1,4,0,Condo,1,1,748,0,Mumbai,0,0,0,24,24200,3.4253408330888164,4.99687980938522,2075-04-24 00:00:00,1
48944,650,28865,11149,Part-time,1,1,3,0,Condo,4,2,1153,12,Mumbai,0,0,1,12,26698,4.6061479679383766,6.50983722033956,2075-04-24 12:00:00,0
48945,738,21399,26782,Self-employed,1,1,4,0,Condo,1,1,1618,5,Bangalore,0,0,1,24,21848,4.192915092655078,3.5496677250071915,2075-04-25 00:00:00,0
48946,799,41348,14871,Full-time,1,1,1,0,Condo,3,1,815,2,Bangalore,0,0,1,6,25906,4.611671057016908,5.72727919659168,2075-04-25 12:00:00,0
48947,695,15064,18164,Self-employed,1,0,0,1,Villa,1,1,529,5,Hyderabad,1,0,1,36,17325,4.6015377220642035,7.082395252145498,2075-04-26 00:00:00,1
48948,789,60873,11907,Part-time,1,1,0,0,Villa,1,2,492,4,Delhi,0,0,0,12,21075,3.991368654730678,5.621448933057468,2075-04-26 12:00:00,0
48949,710,46078,26908,Part-time,1,0,1,0,Apartment,1,1,704,3,Hyderabad,1,0,1,6,26248,3.119337596388596,5.800130148904473,2075-04-27 00:00:00,0
48950,688,54972,13757,Freelance,1,1,3,0,Studio,2,1,369,3,Hyderabad,0,0,0,12,21574,3.8401445950293818,3.0765044526475753,2075-04-27 12:00:00,0
48951,631,8759,14134,Full-time,1,1,2,0,Apartment,2,1,1107,11,Delhi,0,1,1,12,31255,4.285753548469359,4.950436393911027,2075-04-28 00:00:00,0
48952,489,106682,11670,Full-time,1,1,0,0,Villa,1,2,765,6,Bangalore,0,0,0,24,31208,3.7775009743925834,5.662145284925165,2075-04-28 12:00:00,0
48953,777,14814,31451,Full-time,1,0,0,0,Condo,1,3,1303,6,Hyderabad,1,0,1,12,26443,3.0941040235791073,7.872432946443702,2075-04-29 00:00:00,0
48954,675,13268,29044,Part-time,1,1,1,0,Villa,1,2,793,24,Hyderabad,0,0,1,24,28890,4.554179013722356,7.365063112054178,2075-04-29 12:00:00,0
48955,791,7229,18665,Part-time,0,1,4,0,Studio,3,1,906,2,Mumbai,0,0,1,12,24757,4.9225499145490845,4.606691093489147,2075-04-30 00:00:00,0
48956,604,22381,22076,Freelance,1,1,3,0,Villa,2,3,1049,14,Bangalore,0,0,1,12,25997,3.655958569208844,3.3801017189624503,2075-04-30 12:00:00,0
48957,850,41058,19850,Self-employed,1,1,0,0,Villa,4,1,505,2,Mumbai,0,0,0,12,15994,5.444429583914037,6.515754780883025,2075-05-01 00:00:00,0
48958,660,33458,8223,Freelance,1,1,0,0,Studio,2,1,1063,0,Pune,1,0,1,12,16089,4.556572551452598,5.136801990289045,2075-05-01 12:00:00,0
48959,624,63376,13849,Full-time,1,1,8,0,Apartment,2,1,550,21,Pune,0,0,2,12,30158,5.515195988639968,2.264141293162256,2075-05-02 00:00:00,0
48960,662,100792,30170,Self-employed,1,1,3,0,Villa,2,2,869,1,Bangalore,1,0,1,6,31038,1.0,3.4471645211533795,2075-05-02 12:00:00,0
48961,693,107830,10427,Self-employed,1,1,2,0,Studio,1,1,784,6,Delhi,1,0,0,24,25283,4.324458461963658,4.180767456793802,2075-05-03 00:00:00,0
48962,674,29588,15130,Self-employed,0,1,2,0,Studio,1,2,583,0,Delhi,1,0,1,12,27576,4.717502910139652,6.337080205986688,2075-05-03 12:00:00,0
48963,638,32308,26429,Full-time,1,1,3,0,Studio,1,1,859,21,Mumbai,0,0,0,36,13303,3.9919285006813126,7.127065336372828,2075-05-04 00:00:00,0
48964,535,32536,5980,Self-employed,1,0,1,0,Studio,2,1,535,1,Bangalore,0,0,0,12,21662,3.948359024681674,7.006824524160683,2075-05-04 12:00:00,0
48965,615,26097,37744,Freelance,1,1,1,0,Studio,2,2,300,11,Mumbai,0,1,1,12,29771,5.190543164246851,3.1603373297214588,2075-05-05 00:00:00,0
48966,765,183446,43650,Part-time,1,1,2,0,Villa,4,1,1120,0,Delhi,0,0,0,12,25443,5.23520541189674,5.835331563528932,2075-05-05 12:00:00,0
48967,609,46624,16505,Part-time,1,0,0,0,Apartment,2,2,779,2,Delhi,0,1,1,12,23002,7.369459448098529,3.895303020967445,2075-05-06 00:00:00,0
48968,542,54504,16838,Self-employed,0,1,2,0,Apartment,1,1,300,0,Mumbai,1,0,0,12,30764,3.9552454203424636,3.7675477034768714,2075-05-06 12:00:00,0
48969,595,62582,9761,Full-time,1,1,3,0,Apartment,2,1,1205,4,Mumbai,0,0,2,12,10397,3.1318310351383216,5.408292489885659,2075-05-07 00:00:00,0
48970,672,95908,27941,Full-time,1,1,1,0,Villa,2,3,494,0,Bangalore,1,0,2,24,25330,3.827670852492717,6.08046402088443,2075-05-07 12:00:00,0
48971,619,30224,13583,Freelance,1,1,0,0,Studio,3,2,525,8,Delhi,0,1,1,12,31681,1.0,3.047810962265356,2075-05-08 00:00:00,0
48972,657,54703,14804,Freelance,1,1,2,2,Apartment,3,2,347,1,Mumbai,0,0,2,12,24811,1.0,3.043050344843347,2075-05-08 12:00:00,0
48973,616,58134,24090,Self-employed,1,0,1,0,Condo,1,1,478,3,Hyderabad,1,0,2,12,19303,3.957241198340373,6.7418874892616145,2075-05-09 00:00:00,0
48974,760,10428,10128,Full-time,1,0,0,0,Condo,2,1,429,8,Delhi,0,0,0,12,30733,4.976056397694049,6.077089167497752,2075-05-09 12:00:00,1
48975,719,24585,7091,Full-time,1,1,0,0,Condo,3,1,767,9,Pune,0,1,0,24,24264,1.8371690742635223,3.663668611736785,2075-05-10 00:00:00,0
48976,850,31843,26376,Freelance,1,0,0,0,Villa,2,3,863,17,Hyderabad,1,0,0,12,13533,3.7115307362199346,6.938769951905163,2075-05-10 12:00:00,0
48977,649,80152,21688,Freelance,1,1,0,0,Condo,1,1,692,0,Mumbai,0,0,0,6,25514,1.0,6.742553971144059,2075-05-11 00:00:00,0
48978,657,500000,5049,Part-time,0,0,3,0,Apartment,2,1,367,0,Bangalore,0,0,0,12,22840,2.0028593332875033,4.477961257290178,2075-05-11 12:00:00,0
48979,774,25606,4368,Part-time,1,1,2,0,Apartment,1,2,933,24,Delhi,0,0,2,24,30287,2.231748255476996,4.909311724495044,2075-05-12 00:00:00,0
48980,711,24756,10274,Self-employed,0,0,0,0,Condo,1,2,1259,15,Bangalore,1,0,0,24,20055,7.482366363239947,3.8209578308246854,2075-05-12 12:00:00,0
48981,604,51732,65089,Full-time,1,0,5,0,Studio,4,1,936,2,Delhi,0,1,1,24,29480,3.3051224038208527,6.136654245912305,2075-05-13 00:00:00,0
48982,724,9131,6561,Full-time,1,0,1,0,Villa,1,2,866,6,Bangalore,1,0,1,36,24570,3.596570973330845,3.9489237593382027,2075-05-13 12:00:00,0
48983,711,8709,21997,Freelance,1,1,1,0,Studio,1,1,1042,12,Hyderabad,0,0,0,12,29565,1.780396645537559,5.801238854422112,2075-05-14 00:00:00,0
48984,536,32535,16136,Part-time,1,1,10,0,Studio,1,1,763,14,Delhi,0,0,1,12,17973,9.340370918365796,5.04604013471822,2075-05-14 12:00:00,0
48985,627,23545,5714,Freelance,0,1,2,0,Apartment,1,1,915,4,Mumbai,1,0,1,12,32248,6.964686647193462,5.639146284356173,2075-05-15 00:00:00,0
48986,695,88761,4244,Part-time,1,1,2,0,Apartment,1,2,1265,24,Bangalore,0,1,1,12,32881,1.4400070854993832,4.64410366625923,2075-05-15 12:00:00,0
48987,795,26952,10077,Freelance,1,0,0,0,Villa,2,1,338,9,Bangalore,0,0,0,12,24961,7.730539459593807,8.422640343281753,2075-05-16 00:00:00,0
48988,735,12771,18110,Freelance,0,1,0,0,Condo,1,1,708,4,Bangalore,1,0,1,12,24620,5.312648540290992,3.5027565671668315,2075-05-16 12:00:00,1
48989,634,16085,96936,Freelance,1,1,3,0,Condo,2,1,1068,4,Bangalore,0,0,0,12,26144,6.304668845702202,6.943531650211096,2075-05-17 00:00:00,1
48990,623,93975,92589,Freelance,1,0,0,0,Studio,2,1,651,0,Mumbai,0,0,2,12,22001,2.8238326338765516,5.146636954806348,2075-05-17 12:00:00,1
48991,743,20257,24058,Full-time,0,1,0,0,Condo,2,1,726,2,Bangalore,1,1,1,24,23206,6.146887421875073,6.112215455325725,2075-05-18 00:00:00,0
48992,485,27566,23275,Part-time,1,1,0,0,Studio,2,1,714,7,Mumbai,1,0,0,12,17489,6.602685330392304,6.59700206679045,2075-05-18 12:00:00,1
48993,615,28505,18686,Part-time,1,1,1,0,Condo,2,1,551,0,Pune,1,0,0,6,21566,1.0,4.716630533520087,2075-05-19 00:00:00,0
48994,792,22791,9510,Self-employed,1,0,6,0,Villa,2,1,711,12,Hyderabad,0,0,0,12,32307,7.259248414899771,6.414833774837154,2075-05-19 12:00:00,0
48995,703,46364,10847,Self-employed,1,1,3,0,Villa,1,2,1133,9,Mumbai,1,0,0,12,23450,4.0845972867013325,6.075366469771447,2075-05-20 00:00:00,0
48996,619,149868,8004,Freelance,1,1,1,0,Villa,2,1,979,11,Mumbai,0,0,1,24,25682,4.312878201088512,5.748478134799757,2075-05-20 12:00:00,0
48997,583,56465,9642,Part-time,1,1,5,0,Villa,3,3,725,6,Bangalore,0,0,0,12,32826,4.024798426597461,3.9393211064373617,2075-05-21 00:00:00,0
48998,747,70055,23074,Full-time,1,1,1,0,Apartment,2,1,907,32,Hyderabad,0,0,0,36,26650,2.5468224742628864,7.322525818949113,2075-05-21 12:00:00,0
48999,686,16792,10064,Full-time,1,1,0,0,Condo,3,1,596,2,Delhi,0,0,1,24,26169,7.06131110790578,7.971478962670544,2075-05-22 00:00:00,1
49000,662,48887,9574,Self-employed,1,1,3,0,Studio,3,1,1286,12,Hyderabad,0,0,1,12,26365,2.22869933211469,3.9008101745368977,2075-05-22 12:00:00,0
49001,709,108503,14231,Self-employed,1,1,2,0,Studio,3,2,499,2,Bangalore,0,0,0,12,19164,6.283371876973373,4.03004592660851,2075-05-23 00:00:00,0
49002,693,30160,7865,Part-time,1,1,0,0,Apartment,2,1,300,2,Pune,0,0,0,24,27124,4.994871300588917,8.159956446480239,2075-05-23 12:00:00,1
49003,687,36194,10170,Full-time,0,0,1,0,Condo,1,2,300,5,Bangalore,0,0,1,12,30162,1.0,4.146475044775539,2075-05-24 00:00:00,0
49004,574,66900,9198,Full-time,1,0,0,0,Studio,2,1,487,13,Mumbai,1,0,1,12,24061,1.6109759526489125,3.6685692809149693,2075-05-24 12:00:00,0
49005,597,123497,11208,Part-time,0,0,2,2,Villa,1,1,1362,2,Hyderabad,0,0,2,12,21355,2.9109459173353747,5.635137674036817,2075-05-25 00:00:00,0
49006,739,93854,110799,Full-time,1,0,0,2,Villa,2,1,794,5,Delhi,0,1,0,12,22968,4.382933621324573,3.3923083863072976,2075-05-25 12:00:00,1
49007,724,13172,18457,Self-employed,1,1,1,0,Villa,2,2,1186,3,Bangalore,1,0,0,24,29827,7.244268113933753,3.9627517381606294,2075-05-26 00:00:00,0
49008,710,47536,32758,Self-employed,1,1,1,0,Studio,2,2,624,0,Mumbai,0,0,0,6,24963,5.376337251715595,5.217365832670835,2075-05-26 12:00:00,0
49009,633,22357,17056,Full-time,1,1,1,0,Studio,1,2,1040,0,Delhi,0,0,2,6,28860,3.2403079951333833,3.0100567890905436,2075-05-27 00:00:00,0
49010,741,28085,6394,Self-employed,1,1,0,0,Villa,3,2,665,8,Hyderabad,1,0,1,6,18547,5.030382208869689,4.669365355492299,2075-05-27 12:00:00,0
49011,650,12801,28605,Self-employed,0,1,0,0,Villa,1,1,617,1,Mumbai,0,0,0,12,22664,3.5850374120479556,4.140326432069079,2075-05-28 00:00:00,0
49012,784,29345,14118,Part-time,0,1,0,0,Villa,1,1,951,25,Bangalore,0,0,2,24,27254,3.931368830542235,4.677898816859787,2075-05-28 12:00:00,0
49013,620,18388,13638,Full-time,1,1,0,0,Apartment,2,1,918,0,Hyderabad,1,0,0,12,23594,5.226924523850704,4.939382807420928,2075-05-29 00:00:00,0
49014,637,31944,19183,Freelance,0,1,0,0,Studio,3,1,395,0,Hyderabad,0,0,1,12,24854,6.78678075856525,7.572058900248577,2075-05-29 12:00:00,0
49015,667,53855,21011,Self-employed,1,1,1,0,Studio,1,1,919,4,Mumbai,1,0,1,12,30528,7.015084624573221,5.341179391160685,2075-05-30 00:00:00,0
49016,747,45526,47588,Full-time,1,1,2,0,Studio,1,1,485,17,Mumbai,0,1,1,24,22573,6.410277567210414,4.423202026039672,2075-05-30 12:00:00,0
49017,677,73728,16215,Freelance,1,1,15,0,Studio,2,1,1063,2,Hyderabad,0,0,0,12,27466,5.728463646264264,4.30481773722735,2075-05-31 00:00:00,0
49018,683,24598,7471,Freelance,1,1,1,1,Villa,2,2,569,5,Mumbai,0,0,1,12,23886,6.903231817178136,2.0,2075-05-31 12:00:00,0
49019,648,9400,17645,Part-time,1,1,2,0,Apartment,1,1,937,7,Mumbai,0,0,1,12,22659,7.480054152770378,3.9165292561499356,2075-06-01 00:00:00,1
49020,701,130269,39357,Self-employed,0,1,1,0,Condo,1,2,498,1,Hyderabad,0,0,0,24,29417,4.050691564398375,8.25118166491192,2075-06-01 12:00:00,0
49021,674,56291,20902,Part-time,1,0,3,0,Apartment,2,1,1297,8,Bangalore,0,0,1,12,30383,1.6143205395040594,5.365630388414553,2075-06-02 00:00:00,0
49022,617,58424,17401,Freelance,1,1,11,0,Condo,2,1,1469,9,Delhi,1,1,0,6,25452,4.394366248752465,2.0,2075-06-02 12:00:00,0
49023,690,55906,6198,Full-time,1,1,0,0,Condo,2,1,738,12,Mumbai,0,0,1,12,21084,6.368659277154361,4.936536422787679,2075-06-03 00:00:00,0
49024,692,44634,35187,Self-employed,1,0,2,0,Apartment,1,2,866,0,Delhi,1,1,1,6,22596,5.958576533875422,5.376970698432113,2075-06-03 12:00:00,0
49025,850,80274,57826,Freelance,0,1,4,0,Apartment,2,1,499,3,Delhi,1,0,0,12,27531,2.6482545783487597,7.4806098080315895,2075-06-04 00:00:00,0
49026,631,21481,21906,Freelance,0,0,0,0,Villa,1,1,963,4,Pune,0,0,1,12,26632,2.773776959828611,4.638731592447343,2075-06-04 12:00:00,0
49027,612,68273,22518,Freelance,1,1,0,0,Apartment,1,2,720,11,Delhi,0,0,0,12,27656,2.626540180415327,5.95577846718473,2075-06-05 00:00:00,0
49028,702,48283,23481,Self-employed,1,0,1,0,Villa,3,1,774,3,Hyderabad,0,0,1,36,24287,5.0221032131586485,5.363899079396274,2075-06-05 12:00:00,0
49029,600,40344,20564,Freelance,1,0,0,0,Villa,2,2,525,18,Mumbai,0,1,1,12,22648,1.0,6.670887081022167,2075-06-06 00:00:00,0
49030,594,24531,8033,Part-time,0,0,1,0,Studio,2,1,984,9,Hyderabad,0,1,1,6,21219,3.725737701830859,4.052973324656195,2075-06-06 12:00:00,0
49031,565,44388,9553,Full-time,1,1,2,0,Villa,4,3,681,3,Pune,0,0,2,24,29120,6.6591072687265225,3.3384325859554353,2075-06-07 00:00:00,0
49032,618,30744,18970,Full-time,1,1,1,0,Studio,1,1,483,6,Bangalore,0,0,1,6,19037,4.769144690308994,2.144176136094954,2075-06-07 12:00:00,0
49033,620,72034,6229,Full-time,1,1,6,0,Condo,2,2,627,7,Pune,1,0,1,12,22177,6.758109125088002,3.6053671982135373,2075-06-08 00:00:00,0
49034,577,25089,35268,Part-time,0,1,2,0,Studio,2,1,1302,4,Pune,0,0,0,12,13672,3.2296141759692354,4.286226545905963,2075-06-08 12:00:00,1
49035,659,15924,7379,Full-time,1,1,0,0,Villa,2,2,616,4,Mumbai,0,0,1,12,23764,3.863379146068158,7.2964712441018795,2075-06-09 00:00:00,0
49036,490,57066,49883,Self-employed,1,0,0,0,Condo,3,1,619,10,Bangalore,0,1,1,12,25540,7.911673709044283,5.932278289794644,2075-06-09 12:00:00,0
49037,719,195984,23072,Freelance,1,1,7,0,Villa,2,1,516,4,Delhi,0,0,0,12,22897,8.043407021850216,4.5122647888916605,2075-06-10 00:00:00,0
49038,635,44578,8353,Self-employed,0,1,4,1,Villa,2,1,300,4,Pune,0,1,1,12,26569,3.014372962067661,6.509077874243879,2075-06-10 12:00:00,0
49039,647,32341,5530,Full-time,1,1,0,0,Studio,2,1,416,7,Bangalore,0,1,1,6,19750,2.694909752998302,6.868692775499324,2075-06-11 00:00:00,0
49040,726,151875,36989,Part-time,1,1,5,0,Condo,4,1,652,2,Delhi,1,0,1,36,26709,4.170703706869695,7.281668025479543,2075-06-11 12:00:00,0
49041,709,52449,15445,Self-employed,0,1,2,0,Apartment,1,1,706,9,Hyderabad,0,1,0,6,27357,2.205317453551258,2.898183453520188,2075-06-12 00:00:00,0
49042,629,32251,8528,Full-time,1,0,5,0,Studio,2,1,951,12,Bangalore,0,1,0,12,32192,6.5901770951246466,5.091649971767003,2075-06-12 12:00:00,0
49043,716,143288,101375,Part-time,1,1,2,0,Apartment,1,2,758,1,Pune,0,0,2,12,19377,7.356379986155036,4.144604045710125,2075-06-13 00:00:00,0
49044,803,20129,26825,Part-time,0,1,4,0,Apartment,2,1,427,8,Pune,0,0,1,12,23556,4.077076870378208,9.296344576767623,2075-06-13 12:00:00,0
49045,599,27817,20370,Part-time,1,1,4,0,Apartment,2,2,354,3,Delhi,1,0,1,6,38705,2.610724892652275,5.354956858799724,2075-06-14 00:00:00,0
49046,740,47635,8885,Part-time,1,1,4,0,Villa,1,1,702,4,Bangalore,0,1,1,24,19746,4.57380987997945,4.791445196250762,2075-06-14 12:00:00,0
49047,590,348178,29895,Self-employed,1,1,0,0,Apartment,1,1,1191,4,Bangalore,0,0,1,12,27524,5.727972648603489,4.735850055166853,2075-06-15 00:00:00,0
49048,774,17317,18373,Self-employed,1,1,1,0,Condo,3,2,794,19,Pune,1,0,0,12,39814,5.847290794596585,7.353225264183314,2075-06-15 12:00:00,0
49049,623,14657,14411,Full-time,0,1,4,0,Studio,2,1,477,8,Delhi,0,1,1,12,28828,3.9482677105239548,6.757418993398556,2075-06-16 00:00:00,0
49050,619,43526,33286,Self-employed,1,1,2,0,Apartment,2,1,1292,7,Delhi,0,0,2,12,23900,5.144086309008587,6.455247262938265,2075-06-16 12:00:00,0
49051,771,119568,11724,Part-time,1,1,1,0,Apartment,2,2,835,25,Hyderabad,0,0,1,36,26033,4.752441089528141,4.778849199601445,2075-06-17 00:00:00,0
49052,737,74809,13426,Self-employed,1,1,0,0,Condo,1,1,916,4,Bangalore,0,0,0,12,16707,1.8827554730036975,5.257717127378283,2075-06-17 12:00:00,0
49053,625,21195,34450,Self-employed,1,1,3,0,Condo,2,1,720,3,Pune,0,0,2,12,29127,7.930914160841678,4.5007972538128795,2075-06-18 00:00:00,1
49054,690,14486,25337,Self-employed,1,1,5,0,Condo,2,1,654,1,Delhi,0,0,2,36,19301,1.7101232133934285,5.876230671818726,2075-06-18 12:00:00,0
49055,623,21498,12583,Full-time,1,0,5,0,Condo,2,1,1087,1,Delhi,0,0,1,12,18068,5.483286136977991,6.273749381520743,2075-06-19 00:00:00,1
49056,552,39476,81676,Freelance,0,1,0,0,Condo,1,1,1091,28,Hyderabad,0,1,0,12,22211,4.2104579996699,3.793078008652905,2075-06-19 12:00:00,1
49057,695,46672,32869,Full-time,1,0,0,0,Condo,1,1,917,0,Bangalore,0,0,1,24,19375,8.143495835457701,6.408112126949988,2075-06-20 00:00:00,0
49058,651,29929,9143,Full-time,1,1,0,0,Apartment,1,2,991,4,Bangalore,0,0,1,12,24988,3.9753787199818307,7.100616592348348,2075-06-20 12:00:00,0
49059,604,29341,11710,Full-time,0,0,2,0,Condo,2,1,723,5,Mumbai,1,0,1,12,26300,1.7966392888800593,4.3894992443383405,2075-06-21 00:00:00,1
